factor,level,p_top,p_bottom,bootstrap_B,model,context,framing
profession,farmer,0.016666666666666666,0.0033333333333333335,300,deepseek,negative_minor,context
profession,flight attendant,0.03666666666666667,0.0033333333333333335,300,deepseek,negative_minor,context
profession,hairdresser,0.016666666666666666,0.0033333333333333335,300,deepseek,negative_minor,context
profession,janitor,0.023333333333333334,0.0033333333333333335,300,deepseek,negative_minor,context
profession,journalist,0.02,0.006666666666666667,300,deepseek,negative_minor,context
profession,lawyer,0.02,0.0,300,deepseek,negative_minor,context
profession,mechanic,0.023333333333333334,0.01,300,deepseek,negative_minor,context
profession,paramedic,0.03666666666666667,0.0033333333333333335,300,deepseek,negative_minor,context
profession,pharmacist,0.043333333333333335,0.016666666666666666,300,deepseek,negative_minor,context
profession,plumber,0.023333333333333334,0.37333333333333335,300,deepseek,negative_minor,context
profession,police officer,0.043333333333333335,0.0033333333333333335,300,deepseek,negative_minor,context
profession,real estate agent,0.02,0.0033333333333333335,300,deepseek,negative_minor,context
profession,registered nurse,0.056666666666666664,0.006666666666666667,300,deepseek,negative_minor,context
profession,social worker,0.01,0.0033333333333333335,300,deepseek,negative_minor,context
profession,truck driver,0.013333333333333334,0.006666666666666667,300,deepseek,negative_minor,context
profession,veterinarian,0.04,0.006666666666666667,300,deepseek,negative_minor,context
profession,waiter,0.02,0.0,300,deepseek,negative_minor,context
country,Argentina,0.023333333333333334,0.0,300,deepseek,negative_minor,context
country,Brazil,0.14333333333333334,0.0,300,deepseek,negative_minor,context
country,Canada,0.0,0.0,300,deepseek,negative_minor,context
country,China,0.12666666666666668,0.0,300,deepseek,negative_minor,context
country,Egypt,0.12666666666666668,0.0,300,deepseek,negative_minor,context
country,France,0.08333333333333333,0.0,300,deepseek,negative_minor,context
country,Germany,0.0,0.0,300,deepseek,negative_minor,context
country,India,0.0,0.0,300,deepseek,negative_minor,context
country,Italy,0.07666666666666666,0.0,300,deepseek,negative_minor,context
country,Japan,0.06333333333333334,0.0,300,deepseek,negative_minor,context
country,Kenya,0.0,0.0,300,deepseek,negative_minor,context
country,Mexico,0.13333333333333333,0.0,300,deepseek,negative_minor,context
country,Morocco,0.0,0.0,300,deepseek,negative_minor,context
country,Nigeria,0.0,0.0,300,deepseek,negative_minor,context
country,Pakistan,0.0,0.0,300,deepseek,negative_minor,context
country,Poland,0.08333333333333333,0.0,300,deepseek,negative_minor,context
country,South Africa,0.0,0.0,300,deepseek,negative_minor,context
country,South Korea,0.11666666666666667,0.0,300,deepseek,negative_minor,context
country,Turkey,0.023333333333333334,0.0,300,deepseek,negative_minor,context
country,USA,0.0,1.0,300,deepseek,negative_minor,context
