persona_id,country,region,country_set,name,gender,age,profession,profession_article,subject_pronoun,object_pronoun,possessive_pronoun,be_verb,work_verb
P01331,Egypt,MENA,original_10,Nour,neutral,65,doctor,a,they,them,their,are,work
P01332,Egypt,MENA,original_10,Nour,neutral,65,electrician,an,they,them,their,are,work
P01333,Egypt,MENA,original_10,Nour,neutral,65,elementary school teacher,an,they,them,their,are,work
P01334,Egypt,MENA,original_10,Nour,neutral,65,farmer,a,they,them,their,are,work
P01335,Egypt,MENA,original_10,Nour,neutral,65,flight attendant,a,they,them,their,are,work
P01336,Egypt,MENA,original_10,Nour,neutral,65,hairdresser,a,they,them,their,are,work
P01337,Egypt,MENA,original_10,Nour,neutral,65,janitor,a,they,them,their,are,work
P01338,Egypt,MENA,original_10,Nour,neutral,65,journalist,a,they,them,their,are,work
P01339,Egypt,MENA,original_10,Nour,neutral,65,lawyer,a,they,them,their,are,work
P01340,Egypt,MENA,original_10,Nour,neutral,65,mechanic,a,they,them,their,are,work
P01341,Egypt,MENA,original_10,Nour,neutral,65,paramedic,a,they,them,their,are,work
P01342,Egypt,MENA,original_10,Nour,neutral,65,pharmacist,a,they,them,their,are,work
P01343,Egypt,MENA,original_10,Nour,neutral,65,plumber,a,they,them,their,are,work
P01344,Egypt,MENA,original_10,Nour,neutral,65,police officer,a,they,them,their,are,work
P01345,Egypt,MENA,original_10,Nour,neutral,65,real estate agent,a,they,them,their,are,work
P01346,Egypt,MENA,original_10,Nour,neutral,65,registered nurse,a,they,them,their,are,work
P01347,Egypt,MENA,original_10,Nour,neutral,65,social worker,a,they,them,their,are,work
P01348,Egypt,MENA,original_10,Nour,neutral,65,truck driver,a,they,them,their,are,work
P01349,Egypt,MENA,original_10,Nour,neutral,65,veterinarian,a,they,them,their,are,work
P01350,Egypt,MENA,original_10,Nour,neutral,65,waiter,a,they,them,their,are,work
P01351,France,Europe,original_10,Pierre,male,25,accountant,an,he,him,his,is,works
P01352,France,Europe,original_10,Pierre,male,25,administrative assistant,an,he,him,his,is,works
P01353,France,Europe,original_10,Pierre,male,25,architect,an,he,him,his,is,works
P01354,France,Europe,original_10,Pierre,male,25,bank teller,a,he,him,his,is,works
P01355,France,Europe,original_10,Pierre,male,25,business manager,a,he,him,his,is,works
P01356,France,Europe,original_10,Pierre,male,25,cashier,a,he,him,his,is,works
P01357,France,Europe,original_10,Pierre,male,25,chef,a,he,him,his,is,works
P01358,France,Europe,original_10,Pierre,male,25,civil engineer,a,he,him,his,is,works
P01359,France,Europe,original_10,Pierre,male,25,computer programmer,a,he,him,his,is,works
P01360,France,Europe,original_10,Pierre,male,25,construction worker,a,he,him,his,is,works
P01361,France,Europe,original_10,Pierre,male,25,doctor,a,he,him,his,is,works
P01362,France,Europe,original_10,Pierre,male,25,electrician,an,he,him,his,is,works
P01363,France,Europe,original_10,Pierre,male,25,elementary school teacher,an,he,him,his,is,works
P01364,France,Europe,original_10,Pierre,male,25,farmer,a,he,him,his,is,works
P01365,France,Europe,original_10,Pierre,male,25,flight attendant,a,he,him,his,is,works
P01366,France,Europe,original_10,Pierre,male,25,hairdresser,a,he,him,his,is,works
P01367,France,Europe,original_10,Pierre,male,25,janitor,a,he,him,his,is,works
P01368,France,Europe,original_10,Pierre,male,25,journalist,a,he,him,his,is,works
P01369,France,Europe,original_10,Pierre,male,25,lawyer,a,he,him,his,is,works
P01370,France,Europe,original_10,Pierre,male,25,mechanic,a,he,him,his,is,works
P01371,France,Europe,original_10,Pierre,male,25,paramedic,a,he,him,his,is,works
P01372,France,Europe,original_10,Pierre,male,25,pharmacist,a,he,him,his,is,works
P01373,France,Europe,original_10,Pierre,male,25,plumber,a,he,him,his,is,works
P01374,France,Europe,original_10,Pierre,male,25,police officer,a,he,him,his,is,works
P01375,France,Europe,original_10,Pierre,male,25,real estate agent,a,he,him,his,is,works
P01376,France,Europe,original_10,Pierre,male,25,registered nurse,a,he,him,his,is,works
P01377,France,Europe,original_10,Pierre,male,25,social worker,a,he,him,his,is,works
P01378,France,Europe,original_10,Pierre,male,25,truck driver,a,he,him,his,is,works
P01379,France,Europe,original_10,Pierre,male,25,veterinarian,a,he,him,his,is,works
P01380,France,Europe,original_10,Pierre,male,25,waiter,a,he,him,his,is,works
P01381,France,Europe,original_10,Pierre,male,45,accountant,an,he,him,his,is,works
P01382,France,Europe,original_10,Pierre,male,45,administrative assistant,an,he,him,his,is,works
P01383,France,Europe,original_10,Pierre,male,45,architect,an,he,him,his,is,works
P01384,France,Europe,original_10,Pierre,male,45,bank teller,a,he,him,his,is,works
P01385,France,Europe,original_10,Pierre,male,45,business manager,a,he,him,his,is,works
P01386,France,Europe,original_10,Pierre,male,45,cashier,a,he,him,his,is,works
P01387,France,Europe,original_10,Pierre,male,45,chef,a,he,him,his,is,works
P01388,France,Europe,original_10,Pierre,male,45,civil engineer,a,he,him,his,is,works
P01389,France,Europe,original_10,Pierre,male,45,computer programmer,a,he,him,his,is,works
P01390,France,Europe,original_10,Pierre,male,45,construction worker,a,he,him,his,is,works
P01391,France,Europe,original_10,Pierre,male,45,doctor,a,he,him,his,is,works
P01392,France,Europe,original_10,Pierre,male,45,electrician,an,he,him,his,is,works
P01393,France,Europe,original_10,Pierre,male,45,elementary school teacher,an,he,him,his,is,works
P01394,France,Europe,original_10,Pierre,male,45,farmer,a,he,him,his,is,works
P01395,France,Europe,original_10,Pierre,male,45,flight attendant,a,he,him,his,is,works
P01396,France,Europe,original_10,Pierre,male,45,hairdresser,a,he,him,his,is,works
P01397,France,Europe,original_10,Pierre,male,45,janitor,a,he,him,his,is,works
P01398,France,Europe,original_10,Pierre,male,45,journalist,a,he,him,his,is,works
P01399,France,Europe,original_10,Pierre,male,45,lawyer,a,he,him,his,is,works
P01400,France,Europe,original_10,Pierre,male,45,mechanic,a,he,him,his,is,works
P01401,France,Europe,original_10,Pierre,male,45,paramedic,a,he,him,his,is,works
P01402,France,Europe,original_10,Pierre,male,45,pharmacist,a,he,him,his,is,works
P01403,France,Europe,original_10,Pierre,male,45,plumber,a,he,him,his,is,works
P01404,France,Europe,original_10,Pierre,male,45,police officer,a,he,him,his,is,works
P01405,France,Europe,original_10,Pierre,male,45,real estate agent,a,he,him,his,is,works
P01406,France,Europe,original_10,Pierre,male,45,registered nurse,a,he,him,his,is,works
P01407,France,Europe,original_10,Pierre,male,45,social worker,a,he,him,his,is,works
P01408,France,Europe,original_10,Pierre,male,45,truck driver,a,he,him,his,is,works
P01409,France,Europe,original_10,Pierre,male,45,veterinarian,a,he,him,his,is,works
P01410,France,Europe,original_10,Pierre,male,45,waiter,a,he,him,his,is,works
P01411,France,Europe,original_10,Pierre,male,65,accountant,an,he,him,his,is,works
P01412,France,Europe,original_10,Pierre,male,65,administrative assistant,an,he,him,his,is,works
P01413,France,Europe,original_10,Pierre,male,65,architect,an,he,him,his,is,works
P01414,France,Europe,original_10,Pierre,male,65,bank teller,a,he,him,his,is,works
P01415,France,Europe,original_10,Pierre,male,65,business manager,a,he,him,his,is,works
P01416,France,Europe,original_10,Pierre,male,65,cashier,a,he,him,his,is,works
P01417,France,Europe,original_10,Pierre,male,65,chef,a,he,him,his,is,works
P01418,France,Europe,original_10,Pierre,male,65,civil engineer,a,he,him,his,is,works
P01419,France,Europe,original_10,Pierre,male,65,computer programmer,a,he,him,his,is,works
P01420,France,Europe,original_10,Pierre,male,65,construction worker,a,he,him,his,is,works
P01421,France,Europe,original_10,Pierre,male,65,doctor,a,he,him,his,is,works
P01422,France,Europe,original_10,Pierre,male,65,electrician,an,he,him,his,is,works
P01423,France,Europe,original_10,Pierre,male,65,elementary school teacher,an,he,him,his,is,works
P01424,France,Europe,original_10,Pierre,male,65,farmer,a,he,him,his,is,works
P01425,France,Europe,original_10,Pierre,male,65,flight attendant,a,he,him,his,is,works
P01426,France,Europe,original_10,Pierre,male,65,hairdresser,a,he,him,his,is,works
P01427,France,Europe,original_10,Pierre,male,65,janitor,a,he,him,his,is,works
P01428,France,Europe,original_10,Pierre,male,65,journalist,a,he,him,his,is,works
P01429,France,Europe,original_10,Pierre,male,65,lawyer,a,he,him,his,is,works
P01430,France,Europe,original_10,Pierre,male,65,mechanic,a,he,him,his,is,works
P01431,France,Europe,original_10,Pierre,male,65,paramedic,a,he,him,his,is,works
P01432,France,Europe,original_10,Pierre,male,65,pharmacist,a,he,him,his,is,works
P01433,France,Europe,original_10,Pierre,male,65,plumber,a,he,him,his,is,works
P01434,France,Europe,original_10,Pierre,male,65,police officer,a,he,him,his,is,works
P01435,France,Europe,original_10,Pierre,male,65,real estate agent,a,he,him,his,is,works
P01436,France,Europe,original_10,Pierre,male,65,registered nurse,a,he,him,his,is,works
P01437,France,Europe,original_10,Pierre,male,65,social worker,a,he,him,his,is,works
P01438,France,Europe,original_10,Pierre,male,65,truck driver,a,he,him,his,is,works
P01439,France,Europe,original_10,Pierre,male,65,veterinarian,a,he,him,his,is,works
P01440,France,Europe,original_10,Pierre,male,65,waiter,a,he,him,his,is,works
P01441,France,Europe,original_10,Camille,female,25,accountant,an,she,her,her,is,works
P01442,France,Europe,original_10,Camille,female,25,administrative assistant,an,she,her,her,is,works
P01443,France,Europe,original_10,Camille,female,25,architect,an,she,her,her,is,works
P01444,France,Europe,original_10,Camille,female,25,bank teller,a,she,her,her,is,works
P01445,France,Europe,original_10,Camille,female,25,business manager,a,she,her,her,is,works
P01446,France,Europe,original_10,Camille,female,25,cashier,a,she,her,her,is,works
P01447,France,Europe,original_10,Camille,female,25,chef,a,she,her,her,is,works
P01448,France,Europe,original_10,Camille,female,25,civil engineer,a,she,her,her,is,works
P01449,France,Europe,original_10,Camille,female,25,computer programmer,a,she,her,her,is,works
P01450,France,Europe,original_10,Camille,female,25,construction worker,a,she,her,her,is,works
P01451,France,Europe,original_10,Camille,female,25,doctor,a,she,her,her,is,works
P01452,France,Europe,original_10,Camille,female,25,electrician,an,she,her,her,is,works
P01453,France,Europe,original_10,Camille,female,25,elementary school teacher,an,she,her,her,is,works
P01454,France,Europe,original_10,Camille,female,25,farmer,a,she,her,her,is,works
P01455,France,Europe,original_10,Camille,female,25,flight attendant,a,she,her,her,is,works
P01456,France,Europe,original_10,Camille,female,25,hairdresser,a,she,her,her,is,works
P01457,France,Europe,original_10,Camille,female,25,janitor,a,she,her,her,is,works
P01458,France,Europe,original_10,Camille,female,25,journalist,a,she,her,her,is,works
P01459,France,Europe,original_10,Camille,female,25,lawyer,a,she,her,her,is,works
P01460,France,Europe,original_10,Camille,female,25,mechanic,a,she,her,her,is,works
P01461,France,Europe,original_10,Camille,female,25,paramedic,a,she,her,her,is,works
P01462,France,Europe,original_10,Camille,female,25,pharmacist,a,she,her,her,is,works
P01463,France,Europe,original_10,Camille,female,25,plumber,a,she,her,her,is,works
P01464,France,Europe,original_10,Camille,female,25,police officer,a,she,her,her,is,works
P01465,France,Europe,original_10,Camille,female,25,real estate agent,a,she,her,her,is,works
P01466,France,Europe,original_10,Camille,female,25,registered nurse,a,she,her,her,is,works
P01467,France,Europe,original_10,Camille,female,25,social worker,a,she,her,her,is,works
P01468,France,Europe,original_10,Camille,female,25,truck driver,a,she,her,her,is,works
P01469,France,Europe,original_10,Camille,female,25,veterinarian,a,she,her,her,is,works
P01470,France,Europe,original_10,Camille,female,25,waiter,a,she,her,her,is,works
P01471,France,Europe,original_10,Camille,female,45,accountant,an,she,her,her,is,works
P01472,France,Europe,original_10,Camille,female,45,administrative assistant,an,she,her,her,is,works
P01473,France,Europe,original_10,Camille,female,45,architect,an,she,her,her,is,works
P01474,France,Europe,original_10,Camille,female,45,bank teller,a,she,her,her,is,works
P01475,France,Europe,original_10,Camille,female,45,business manager,a,she,her,her,is,works
P01476,France,Europe,original_10,Camille,female,45,cashier,a,she,her,her,is,works
P01477,France,Europe,original_10,Camille,female,45,chef,a,she,her,her,is,works
P01478,France,Europe,original_10,Camille,female,45,civil engineer,a,she,her,her,is,works
P01479,France,Europe,original_10,Camille,female,45,computer programmer,a,she,her,her,is,works
P01480,France,Europe,original_10,Camille,female,45,construction worker,a,she,her,her,is,works
P01481,France,Europe,original_10,Camille,female,45,doctor,a,she,her,her,is,works
P01482,France,Europe,original_10,Camille,female,45,electrician,an,she,her,her,is,works
P01483,France,Europe,original_10,Camille,female,45,elementary school teacher,an,she,her,her,is,works
P01484,France,Europe,original_10,Camille,female,45,farmer,a,she,her,her,is,works
P01485,France,Europe,original_10,Camille,female,45,flight attendant,a,she,her,her,is,works
P01486,France,Europe,original_10,Camille,female,45,hairdresser,a,she,her,her,is,works
P01487,France,Europe,original_10,Camille,female,45,janitor,a,she,her,her,is,works
P01488,France,Europe,original_10,Camille,female,45,journalist,a,she,her,her,is,works
P01489,France,Europe,original_10,Camille,female,45,lawyer,a,she,her,her,is,works
P01490,France,Europe,original_10,Camille,female,45,mechanic,a,she,her,her,is,works
P01491,France,Europe,original_10,Camille,female,45,paramedic,a,she,her,her,is,works
P01492,France,Europe,original_10,Camille,female,45,pharmacist,a,she,her,her,is,works
P01493,France,Europe,original_10,Camille,female,45,plumber,a,she,her,her,is,works
P01494,France,Europe,original_10,Camille,female,45,police officer,a,she,her,her,is,works
P01495,France,Europe,original_10,Camille,female,45,real estate agent,a,she,her,her,is,works
P01496,France,Europe,original_10,Camille,female,45,registered nurse,a,she,her,her,is,works
P01497,France,Europe,original_10,Camille,female,45,social worker,a,she,her,her,is,works
P01498,France,Europe,original_10,Camille,female,45,truck driver,a,she,her,her,is,works
P01499,France,Europe,original_10,Camille,female,45,veterinarian,a,she,her,her,is,works
P01500,France,Europe,original_10,Camille,female,45,waiter,a,she,her,her,is,works
P01501,France,Europe,original_10,Camille,female,65,accountant,an,she,her,her,is,works
P01502,France,Europe,original_10,Camille,female,65,administrative assistant,an,she,her,her,is,works
P01503,France,Europe,original_10,Camille,female,65,architect,an,she,her,her,is,works
P01504,France,Europe,original_10,Camille,female,65,bank teller,a,she,her,her,is,works
P01505,France,Europe,original_10,Camille,female,65,business manager,a,she,her,her,is,works
P01506,France,Europe,original_10,Camille,female,65,cashier,a,she,her,her,is,works
P01507,France,Europe,original_10,Camille,female,65,chef,a,she,her,her,is,works
P01508,France,Europe,original_10,Camille,female,65,civil engineer,a,she,her,her,is,works
P01509,France,Europe,original_10,Camille,female,65,computer programmer,a,she,her,her,is,works
P01510,France,Europe,original_10,Camille,female,65,construction worker,a,she,her,her,is,works
P01511,France,Europe,original_10,Camille,female,65,doctor,a,she,her,her,is,works
P01512,France,Europe,original_10,Camille,female,65,electrician,an,she,her,her,is,works
P01513,France,Europe,original_10,Camille,female,65,elementary school teacher,an,she,her,her,is,works
P01514,France,Europe,original_10,Camille,female,65,farmer,a,she,her,her,is,works
P01515,France,Europe,original_10,Camille,female,65,flight attendant,a,she,her,her,is,works
P01516,France,Europe,original_10,Camille,female,65,hairdresser,a,she,her,her,is,works
P01517,France,Europe,original_10,Camille,female,65,janitor,a,she,her,her,is,works
P01518,France,Europe,original_10,Camille,female,65,journalist,a,she,her,her,is,works
P01519,France,Europe,original_10,Camille,female,65,lawyer,a,she,her,her,is,works
P01520,France,Europe,original_10,Camille,female,65,mechanic,a,she,her,her,is,works
P01521,France,Europe,original_10,Camille,female,65,paramedic,a,she,her,her,is,works
P01522,France,Europe,original_10,Camille,female,65,pharmacist,a,she,her,her,is,works
P01523,France,Europe,original_10,Camille,female,65,plumber,a,she,her,her,is,works
P01524,France,Europe,original_10,Camille,female,65,police officer,a,she,her,her,is,works
P01525,France,Europe,original_10,Camille,female,65,real estate agent,a,she,her,her,is,works
P01526,France,Europe,original_10,Camille,female,65,registered nurse,a,she,her,her,is,works
P01527,France,Europe,original_10,Camille,female,65,social worker,a,she,her,her,is,works
P01528,France,Europe,original_10,Camille,female,65,truck driver,a,she,her,her,is,works
P01529,France,Europe,original_10,Camille,female,65,veterinarian,a,she,her,her,is,works
P01530,France,Europe,original_10,Camille,female,65,waiter,a,she,her,her,is,works
P01531,France,Europe,original_10,Dominique,neutral,25,accountant,an,they,them,their,are,work
P01532,France,Europe,original_10,Dominique,neutral,25,administrative assistant,an,they,them,their,are,work
P01533,France,Europe,original_10,Dominique,neutral,25,architect,an,they,them,their,are,work
P01534,France,Europe,original_10,Dominique,neutral,25,bank teller,a,they,them,their,are,work
P01535,France,Europe,original_10,Dominique,neutral,25,business manager,a,they,them,their,are,work
P01536,France,Europe,original_10,Dominique,neutral,25,cashier,a,they,them,their,are,work
P01537,France,Europe,original_10,Dominique,neutral,25,chef,a,they,them,their,are,work
P01538,France,Europe,original_10,Dominique,neutral,25,civil engineer,a,they,them,their,are,work
P01539,France,Europe,original_10,Dominique,neutral,25,computer programmer,a,they,them,their,are,work
P01540,France,Europe,original_10,Dominique,neutral,25,construction worker,a,they,them,their,are,work
P01541,France,Europe,original_10,Dominique,neutral,25,doctor,a,they,them,their,are,work
P01542,France,Europe,original_10,Dominique,neutral,25,electrician,an,they,them,their,are,work
P01543,France,Europe,original_10,Dominique,neutral,25,elementary school teacher,an,they,them,their,are,work
P01544,France,Europe,original_10,Dominique,neutral,25,farmer,a,they,them,their,are,work
P01545,France,Europe,original_10,Dominique,neutral,25,flight attendant,a,they,them,their,are,work
P01546,France,Europe,original_10,Dominique,neutral,25,hairdresser,a,they,them,their,are,work
P01547,France,Europe,original_10,Dominique,neutral,25,janitor,a,they,them,their,are,work
P01548,France,Europe,original_10,Dominique,neutral,25,journalist,a,they,them,their,are,work
P01549,France,Europe,original_10,Dominique,neutral,25,lawyer,a,they,them,their,are,work
P01550,France,Europe,original_10,Dominique,neutral,25,mechanic,a,they,them,their,are,work
P01551,France,Europe,original_10,Dominique,neutral,25,paramedic,a,they,them,their,are,work
P01552,France,Europe,original_10,Dominique,neutral,25,pharmacist,a,they,them,their,are,work
P01553,France,Europe,original_10,Dominique,neutral,25,plumber,a,they,them,their,are,work
P01554,France,Europe,original_10,Dominique,neutral,25,police officer,a,they,them,their,are,work
P01555,France,Europe,original_10,Dominique,neutral,25,real estate agent,a,they,them,their,are,work
P01556,France,Europe,original_10,Dominique,neutral,25,registered nurse,a,they,them,their,are,work
P01557,France,Europe,original_10,Dominique,neutral,25,social worker,a,they,them,their,are,work
P01558,France,Europe,original_10,Dominique,neutral,25,truck driver,a,they,them,their,are,work
P01559,France,Europe,original_10,Dominique,neutral,25,veterinarian,a,they,them,their,are,work
P01560,France,Europe,original_10,Dominique,neutral,25,waiter,a,they,them,their,are,work
P01561,France,Europe,original_10,Dominique,neutral,45,accountant,an,they,them,their,are,work
P01562,France,Europe,original_10,Dominique,neutral,45,administrative assistant,an,they,them,their,are,work
P01563,France,Europe,original_10,Dominique,neutral,45,architect,an,they,them,their,are,work
P01564,France,Europe,original_10,Dominique,neutral,45,bank teller,a,they,them,their,are,work
P01565,France,Europe,original_10,Dominique,neutral,45,business manager,a,they,them,their,are,work
P01566,France,Europe,original_10,Dominique,neutral,45,cashier,a,they,them,their,are,work
P01567,France,Europe,original_10,Dominique,neutral,45,chef,a,they,them,their,are,work
P01568,France,Europe,original_10,Dominique,neutral,45,civil engineer,a,they,them,their,are,work
P01569,France,Europe,original_10,Dominique,neutral,45,computer programmer,a,they,them,their,are,work
P01570,France,Europe,original_10,Dominique,neutral,45,construction worker,a,they,them,their,are,work
P01571,France,Europe,original_10,Dominique,neutral,45,doctor,a,they,them,their,are,work
P01572,France,Europe,original_10,Dominique,neutral,45,electrician,an,they,them,their,are,work
P01573,France,Europe,original_10,Dominique,neutral,45,elementary school teacher,an,they,them,their,are,work
P01574,France,Europe,original_10,Dominique,neutral,45,farmer,a,they,them,their,are,work
P01575,France,Europe,original_10,Dominique,neutral,45,flight attendant,a,they,them,their,are,work
P01576,France,Europe,original_10,Dominique,neutral,45,hairdresser,a,they,them,their,are,work
P01577,France,Europe,original_10,Dominique,neutral,45,janitor,a,they,them,their,are,work
P01578,France,Europe,original_10,Dominique,neutral,45,journalist,a,they,them,their,are,work
P01579,France,Europe,original_10,Dominique,neutral,45,lawyer,a,they,them,their,are,work
P01580,France,Europe,original_10,Dominique,neutral,45,mechanic,a,they,them,their,are,work
P01581,France,Europe,original_10,Dominique,neutral,45,paramedic,a,they,them,their,are,work
P01582,France,Europe,original_10,Dominique,neutral,45,pharmacist,a,they,them,their,are,work
P01583,France,Europe,original_10,Dominique,neutral,45,plumber,a,they,them,their,are,work
P01584,France,Europe,original_10,Dominique,neutral,45,police officer,a,they,them,their,are,work
P01585,France,Europe,original_10,Dominique,neutral,45,real estate agent,a,they,them,their,are,work
P01586,France,Europe,original_10,Dominique,neutral,45,registered nurse,a,they,them,their,are,work
P01587,France,Europe,original_10,Dominique,neutral,45,social worker,a,they,them,their,are,work
P01588,France,Europe,original_10,Dominique,neutral,45,truck driver,a,they,them,their,are,work
P01589,France,Europe,original_10,Dominique,neutral,45,veterinarian,a,they,them,their,are,work
P01590,France,Europe,original_10,Dominique,neutral,45,waiter,a,they,them,their,are,work
P01591,France,Europe,original_10,Dominique,neutral,65,accountant,an,they,them,their,are,work
P01592,France,Europe,original_10,Dominique,neutral,65,administrative assistant,an,they,them,their,are,work
P01593,France,Europe,original_10,Dominique,neutral,65,architect,an,they,them,their,are,work
P01594,France,Europe,original_10,Dominique,neutral,65,bank teller,a,they,them,their,are,work
P01595,France,Europe,original_10,Dominique,neutral,65,business manager,a,they,them,their,are,work
P01596,France,Europe,original_10,Dominique,neutral,65,cashier,a,they,them,their,are,work
P01597,France,Europe,original_10,Dominique,neutral,65,chef,a,they,them,their,are,work
P01598,France,Europe,original_10,Dominique,neutral,65,civil engineer,a,they,them,their,are,work
P01599,France,Europe,original_10,Dominique,neutral,65,computer programmer,a,they,them,their,are,work
P01600,France,Europe,original_10,Dominique,neutral,65,construction worker,a,they,them,their,are,work
P01601,France,Europe,original_10,Dominique,neutral,65,doctor,a,they,them,their,are,work
P01602,France,Europe,original_10,Dominique,neutral,65,electrician,an,they,them,their,are,work
P01603,France,Europe,original_10,Dominique,neutral,65,elementary school teacher,an,they,them,their,are,work
P01604,France,Europe,original_10,Dominique,neutral,65,farmer,a,they,them,their,are,work
P01605,France,Europe,original_10,Dominique,neutral,65,flight attendant,a,they,them,their,are,work
P01606,France,Europe,original_10,Dominique,neutral,65,hairdresser,a,they,them,their,are,work
P01607,France,Europe,original_10,Dominique,neutral,65,janitor,a,they,them,their,are,work
P01608,France,Europe,original_10,Dominique,neutral,65,journalist,a,they,them,their,are,work
P01609,France,Europe,original_10,Dominique,neutral,65,lawyer,a,they,them,their,are,work
P01610,France,Europe,original_10,Dominique,neutral,65,mechanic,a,they,them,their,are,work
P01611,France,Europe,original_10,Dominique,neutral,65,paramedic,a,they,them,their,are,work
P01612,France,Europe,original_10,Dominique,neutral,65,pharmacist,a,they,them,their,are,work
P01613,France,Europe,original_10,Dominique,neutral,65,plumber,a,they,them,their,are,work
P01614,France,Europe,original_10,Dominique,neutral,65,police officer,a,they,them,their,are,work
P01615,France,Europe,original_10,Dominique,neutral,65,real estate agent,a,they,them,their,are,work
P01616,France,Europe,original_10,Dominique,neutral,65,registered nurse,a,they,them,their,are,work
P01617,France,Europe,original_10,Dominique,neutral,65,social worker,a,they,them,their,are,work
P01618,France,Europe,original_10,Dominique,neutral,65,truck driver,a,they,them,their,are,work
P01619,France,Europe,original_10,Dominique,neutral,65,veterinarian,a,they,them,their,are,work
P01620,France,Europe,original_10,Dominique,neutral,65,waiter,a,they,them,their,are,work
P01621,Germany,Europe,original_10,Thomas,male,25,accountant,an,he,him,his,is,works
P01622,Germany,Europe,original_10,Thomas,male,25,administrative assistant,an,he,him,his,is,works
P01623,Germany,Europe,original_10,Thomas,male,25,architect,an,he,him,his,is,works
P01624,Germany,Europe,original_10,Thomas,male,25,bank teller,a,he,him,his,is,works
P01625,Germany,Europe,original_10,Thomas,male,25,business manager,a,he,him,his,is,works
P01626,Germany,Europe,original_10,Thomas,male,25,cashier,a,he,him,his,is,works
P01627,Germany,Europe,original_10,Thomas,male,25,chef,a,he,him,his,is,works
P01628,Germany,Europe,original_10,Thomas,male,25,civil engineer,a,he,him,his,is,works
P01629,Germany,Europe,original_10,Thomas,male,25,computer programmer,a,he,him,his,is,works
P01630,Germany,Europe,original_10,Thomas,male,25,construction worker,a,he,him,his,is,works
P01631,Germany,Europe,original_10,Thomas,male,25,doctor,a,he,him,his,is,works
P01632,Germany,Europe,original_10,Thomas,male,25,electrician,an,he,him,his,is,works
P01633,Germany,Europe,original_10,Thomas,male,25,elementary school teacher,an,he,him,his,is,works
P01634,Germany,Europe,original_10,Thomas,male,25,farmer,a,he,him,his,is,works
P01635,Germany,Europe,original_10,Thomas,male,25,flight attendant,a,he,him,his,is,works
P01636,Germany,Europe,original_10,Thomas,male,25,hairdresser,a,he,him,his,is,works
P01637,Germany,Europe,original_10,Thomas,male,25,janitor,a,he,him,his,is,works
P01638,Germany,Europe,original_10,Thomas,male,25,journalist,a,he,him,his,is,works
P01639,Germany,Europe,original_10,Thomas,male,25,lawyer,a,he,him,his,is,works
P01640,Germany,Europe,original_10,Thomas,male,25,mechanic,a,he,him,his,is,works
P01641,Germany,Europe,original_10,Thomas,male,25,paramedic,a,he,him,his,is,works
P01642,Germany,Europe,original_10,Thomas,male,25,pharmacist,a,he,him,his,is,works
P01643,Germany,Europe,original_10,Thomas,male,25,plumber,a,he,him,his,is,works
P01644,Germany,Europe,original_10,Thomas,male,25,police officer,a,he,him,his,is,works
P01645,Germany,Europe,original_10,Thomas,male,25,real estate agent,a,he,him,his,is,works
P01646,Germany,Europe,original_10,Thomas,male,25,registered nurse,a,he,him,his,is,works
P01647,Germany,Europe,original_10,Thomas,male,25,social worker,a,he,him,his,is,works
P01648,Germany,Europe,original_10,Thomas,male,25,truck driver,a,he,him,his,is,works
P01649,Germany,Europe,original_10,Thomas,male,25,veterinarian,a,he,him,his,is,works
P01650,Germany,Europe,original_10,Thomas,male,25,waiter,a,he,him,his,is,works
P01651,Germany,Europe,original_10,Thomas,male,45,accountant,an,he,him,his,is,works
P01652,Germany,Europe,original_10,Thomas,male,45,administrative assistant,an,he,him,his,is,works
P01653,Germany,Europe,original_10,Thomas,male,45,architect,an,he,him,his,is,works
P01654,Germany,Europe,original_10,Thomas,male,45,bank teller,a,he,him,his,is,works
P01655,Germany,Europe,original_10,Thomas,male,45,business manager,a,he,him,his,is,works
P01656,Germany,Europe,original_10,Thomas,male,45,cashier,a,he,him,his,is,works
P01657,Germany,Europe,original_10,Thomas,male,45,chef,a,he,him,his,is,works
P01658,Germany,Europe,original_10,Thomas,male,45,civil engineer,a,he,him,his,is,works
P01659,Germany,Europe,original_10,Thomas,male,45,computer programmer,a,he,him,his,is,works
P01660,Germany,Europe,original_10,Thomas,male,45,construction worker,a,he,him,his,is,works
P01661,Germany,Europe,original_10,Thomas,male,45,doctor,a,he,him,his,is,works
P01662,Germany,Europe,original_10,Thomas,male,45,electrician,an,he,him,his,is,works
P01663,Germany,Europe,original_10,Thomas,male,45,elementary school teacher,an,he,him,his,is,works
P01664,Germany,Europe,original_10,Thomas,male,45,farmer,a,he,him,his,is,works
P01665,Germany,Europe,original_10,Thomas,male,45,flight attendant,a,he,him,his,is,works
P01666,Germany,Europe,original_10,Thomas,male,45,hairdresser,a,he,him,his,is,works
P01667,Germany,Europe,original_10,Thomas,male,45,janitor,a,he,him,his,is,works
P01668,Germany,Europe,original_10,Thomas,male,45,journalist,a,he,him,his,is,works
P01669,Germany,Europe,original_10,Thomas,male,45,lawyer,a,he,him,his,is,works
P01670,Germany,Europe,original_10,Thomas,male,45,mechanic,a,he,him,his,is,works
P01671,Germany,Europe,original_10,Thomas,male,45,paramedic,a,he,him,his,is,works
P01672,Germany,Europe,original_10,Thomas,male,45,pharmacist,a,he,him,his,is,works
