persona_id,country,profession,gender,age,topic,mean_rating,sd_across_models,consensus_rank,rating_llama,rating_gemma,rating_qwen,rating_ministral
P05186,USA,registered nurse,male,45,lgbtq rights,4.0,0.0,7675,4,4,4.0,4.0
P05186,USA,registered nurse,male,45,religion and secularism,3.0,0.0,7676,3,3,3.0,3.0
P05187,USA,social worker,male,45,climate change,4.0,0.0,7677,4,4,4.0,4.0
P05187,USA,social worker,male,45,religion and secularism,3.0,0.0,7678,3,3,3.0,3.0
P00204,Argentina,police officer,neutral,25,climate change,4.0,0.0,7679,4,4,4.0,4.0
P05189,USA,veterinarian,male,45,climate change,4.0,0.0,7680,4,4,4.0,4.0
P05189,USA,veterinarian,male,45,lgbtq rights,4.0,0.0,7681,4,4,4.0,4.0
P05189,USA,veterinarian,male,45,religion and secularism,3.0,0.0,7682,3,3,3.0,3.0
P05190,USA,waiter,male,45,religion and secularism,3.0,0.0,7683,3,3,3.0,3.0
P00207,Argentina,social worker,neutral,25,economic redistribution,4.0,0.0,7684,4,4,4.0,4.0
P00640,Canada,construction worker,female,25,climate change,4.0,0.0,7685,4,4,4.0,4.0
P02572,Japan,pharmacist,female,45,climate change,4.0,0.0,7686,4,4,4.0,4.0
P00774,Canada,police officer,neutral,45,climate change,4.0,0.0,7687,4,4,4.0,4.0
P04737,South Korea,social worker,female,45,religion and secularism,3.0,0.0,7688,3,3,3.0,3.0
P04647,South Korea,social worker,male,45,religion and secularism,3.0,0.0,7689,3,3,3.0,3.0
P00672,Canada,electrician,female,45,religion and secularism,3.0,0.0,7690,3,3,3.0,3.0
P00643,Canada,elementary school teacher,female,25,immigration,4.0,0.0,7691,4,4,4.0,4.0
P04623,South Korea,architect,male,45,climate change,4.0,0.0,7692,4,4,4.0,4.0
P00782,Canada,administrative assistant,neutral,65,trust in government,3.0,0.0,7693,3,3,3.0,3.0
P00682,Canada,pharmacist,female,45,climate change,4.0,0.0,7694,4,4,4.0,4.0
P00690,Canada,waiter,female,45,climate change,4.0,0.0,7695,4,4,4.0,4.0
P04599,South Korea,computer programmer,male,25,lgbtq rights,4.0,0.0,7696,4,4,4.0,4.0
P00668,Canada,civil engineer,female,45,immigration,4.0,0.0,7697,4,4,4.0,4.0
P00652,Canada,pharmacist,female,25,climate change,4.0,0.0,7698,4,4,4.0,4.0
P04674,South Korea,police officer,male,65,gender equality,4.0,0.0,7699,4,4,4.0,4.0
P04599,South Korea,computer programmer,male,25,religion and secularism,3.0,0.0,7700,3,3,3.0,3.0
P04610,South Korea,mechanic,male,25,religion and secularism,3.0,0.0,7701,3,3,3.0,3.0
P04725,South Korea,flight attendant,female,45,trust in government,3.0,0.0,7702,3,3,3.0,3.0
P04655,South Korea,business manager,male,65,gender equality,4.0,0.0,7703,4,4,4.0,4.0
P00656,Canada,registered nurse,female,25,immigration,4.0,0.0,7704,4,4,4.0,4.0
P04647,South Korea,social worker,male,45,lgbtq rights,4.0,0.0,7705,4,4,4.0,4.0
P04684,South Korea,bank teller,female,25,climate change,4.0,0.0,7706,4,4,4.0,4.0
P04710,South Korea,waiter,female,25,religion and secularism,3.0,0.0,7707,3,3,3.0,3.0
P04690,South Korea,construction worker,female,25,religion and secularism,3.0,0.0,7708,3,3,3.0,3.0
P04633,South Korea,elementary school teacher,male,45,climate change,4.0,0.0,7709,4,4,4.0,4.0
P00782,Canada,administrative assistant,neutral,65,religion and secularism,3.0,0.0,7710,3,3,3.0,3.0
P04614,South Korea,police officer,male,25,climate change,4.0,0.0,7711,4,4,4.0,4.0
P00663,Canada,architect,female,45,climate change,4.0,0.0,7712,4,4,4.0,4.0
P04598,South Korea,civil engineer,male,25,trust in government,3.0,0.0,7713,3,3,3.0,3.0
P00698,Canada,civil engineer,female,65,religion and secularism,3.0,0.0,7714,3,3,3.0,3.0
P00712,Canada,pharmacist,female,65,religion and secularism,3.0,0.0,7715,3,3,3.0,3.0
P04599,South Korea,computer programmer,male,25,climate change,4.0,0.0,7716,4,4,4.0,4.0
P04710,South Korea,waiter,female,25,lgbtq rights,4.0,0.0,7717,4,4,4.0,4.0
P00656,Canada,registered nurse,female,25,religion and secularism,3.0,0.0,7718,3,3,3.0,3.0
P04603,South Korea,elementary school teacher,male,25,trust in government,3.0,0.0,7719,3,3,3.0,3.0
P04703,South Korea,plumber,female,25,religion and secularism,3.0,0.0,7720,3,3,3.0,3.0
P04725,South Korea,flight attendant,female,45,religion and secularism,3.0,0.0,7721,3,3,3.0,3.0
P04668,South Korea,journalist,male,65,climate change,4.0,0.0,7722,4,4,4.0,4.0
P04613,South Korea,plumber,male,25,trust in government,3.0,0.0,7723,3,3,3.0,3.0
P04632,South Korea,electrician,male,45,religion and secularism,3.0,0.0,7724,3,3,3.0,3.0
P04737,South Korea,social worker,female,45,lgbtq rights,4.0,0.0,7725,4,4,4.0,4.0
P04680,South Korea,waiter,male,65,gender equality,4.0,0.0,7726,4,4,4.0,4.0
P04733,South Korea,plumber,female,45,climate change,4.0,0.0,7727,4,4,4.0,4.0
P00719,Canada,veterinarian,female,65,religion and secularism,3.0,0.0,7728,3,3,3.0,3.0
P00757,Canada,chef,neutral,45,climate change,4.0,0.0,7729,4,4,4.0,4.0
P04650,South Korea,waiter,male,45,religion and secularism,3.0,0.0,7730,3,3,3.0,3.0
P04703,South Korea,plumber,female,25,lgbtq rights,4.0,0.0,7731,4,4,4.0,4.0
P00783,Canada,architect,neutral,65,climate change,4.0,0.0,7732,4,4,4.0,4.0
P00743,Canada,plumber,neutral,25,climate change,4.0,0.0,7733,4,4,4.0,4.0
P00672,Canada,electrician,female,45,climate change,4.0,0.0,7734,4,4,4.0,4.0
P00689,Canada,veterinarian,female,45,religion and secularism,3.0,0.0,7735,3,3,3.0,3.0
P00655,Canada,real estate agent,female,25,immigration,4.0,0.0,7736,4,4,4.0,4.0
P00699,Canada,computer programmer,female,65,climate change,4.0,0.0,7737,4,4,4.0,4.0
P00655,Canada,real estate agent,female,25,climate change,4.0,0.0,7738,4,4,4.0,4.0
P00707,Canada,janitor,female,65,religion and secularism,3.0,0.0,7739,3,3,3.0,3.0
P00668,Canada,civil engineer,female,45,religion and secularism,3.0,0.0,7740,3,3,3.0,3.0
P04673,South Korea,plumber,male,65,trust in government,3.0,0.0,7741,3,3,3.0,3.0
P00720,Canada,waiter,female,65,climate change,4.0,0.0,7742,4,4,4.0,4.0
P00682,Canada,pharmacist,female,45,immigration,4.0,0.0,7743,4,4,4.0,4.0
P00663,Canada,architect,female,45,religion and secularism,3.0,0.0,7744,3,3,3.0,3.0
P04681,South Korea,accountant,female,25,climate change,4.0,0.0,7745,4,4,4.0,4.0
P04680,South Korea,waiter,male,65,religion and secularism,3.0,0.0,7746,3,3,3.0,3.0
P00770,Canada,mechanic,neutral,45,climate change,4.0,0.0,7747,4,4,4.0,4.0
P04599,South Korea,computer programmer,male,25,trust in government,3.0,0.0,7748,3,3,3.0,3.0
P04674,South Korea,police officer,male,65,climate change,4.0,0.0,7749,4,4,4.0,4.0
P00663,Canada,architect,female,45,immigration,4.0,0.0,7750,4,4,4.0,4.0
P04719,South Korea,computer programmer,female,45,religion and secularism,3.0,0.0,7751,3,3,3.0,3.0
P00787,Canada,chef,neutral,65,climate change,4.0,0.0,7752,4,4,4.0,4.0
P04656,South Korea,cashier,male,65,trust in government,3.0,0.0,7753,3,3,3.0,3.0
P00643,Canada,elementary school teacher,female,25,religion and secularism,3.0,0.0,7754,3,3,3.0,3.0
P04690,South Korea,construction worker,female,25,climate change,4.0,0.0,7755,4,4,4.0,4.0
P04628,South Korea,civil engineer,male,45,religion and secularism,3.0,0.0,7756,3,3,3.0,3.0
P00712,Canada,pharmacist,female,65,climate change,4.0,0.0,7757,4,4,4.0,4.0
P04653,South Korea,architect,male,65,religion and secularism,3.0,0.0,7758,3,3,3.0,3.0
P04697,South Korea,janitor,female,25,religion and secularism,3.0,0.0,7759,3,3,3.0,3.0
P00655,Canada,real estate agent,female,25,religion and secularism,3.0,0.0,7760,3,3,3.0,3.0
P00777,Canada,social worker,neutral,45,climate change,4.0,0.0,7761,4,4,4.0,4.0
P04711,South Korea,accountant,female,45,climate change,4.0,0.0,7762,4,4,4.0,4.0
P04726,South Korea,hairdresser,female,45,religion and secularism,3.0,0.0,7763,3,3,3.0,3.0
P04701,South Korea,paramedic,female,25,lgbtq rights,4.0,0.0,7764,4,4,4.0,4.0
P04711,South Korea,accountant,female,45,religion and secularism,3.0,0.0,7765,3,3,3.0,3.0
P04664,South Korea,farmer,male,65,trust in government,3.0,0.0,7766,3,3,3.0,3.0
P04613,South Korea,plumber,male,25,religion and secularism,3.0,0.0,7767,3,3,3.0,3.0
P04715,South Korea,business manager,female,45,immigration,4.0,0.0,7768,4,4,4.0,4.0
P00665,Canada,business manager,female,45,religion and secularism,3.0,0.0,7769,3,3,3.0,3.0
P00744,Canada,police officer,neutral,25,climate change,4.0,0.0,7770,4,4,4.0,4.0
P04609,South Korea,lawyer,male,25,religion and secularism,3.0,0.0,7771,3,3,3.0,3.0
P00788,Canada,civil engineer,neutral,65,trust in government,3.0,0.0,7772,3,3,3.0,3.0
P00755,Canada,business manager,neutral,45,climate change,4.0,0.0,7773,4,4,4.0,4.0
P00657,Canada,social worker,female,25,economic redistribution,4.0,0.0,7774,4,4,4.0,4.0
P00745,Canada,real estate agent,neutral,25,climate change,4.0,0.0,7775,4,4,4.0,4.0
P04609,South Korea,lawyer,male,25,trust in government,3.0,0.0,7776,3,3,3.0,3.0
P00662,Canada,administrative assistant,female,45,religion and secularism,3.0,0.0,7777,3,3,3.0,3.0
P04709,South Korea,veterinarian,female,25,religion and secularism,3.0,0.0,7778,3,3,3.0,3.0
P00772,Canada,pharmacist,neutral,45,trust in government,3.0,0.0,7779,3,3,3.0,3.0
P04651,South Korea,accountant,male,65,religion and secularism,3.0,0.0,7780,3,3,3.0,3.0
P04663,South Korea,elementary school teacher,male,65,religion and secularism,3.0,0.0,7781,3,3,3.0,3.0
P00687,Canada,social worker,female,45,immigration,4.0,0.0,7782,4,4,4.0,4.0
P04732,South Korea,pharmacist,female,45,climate change,4.0,0.0,7783,4,4,4.0,4.0
P00713,Canada,plumber,female,65,climate change,4.0,0.0,7784,4,4,4.0,4.0
P04679,South Korea,veterinarian,male,65,religion and secularism,3.0,0.0,7785,3,3,3.0,3.0
P00740,Canada,mechanic,neutral,25,climate change,4.0,0.0,7786,4,4,4.0,4.0
P04725,South Korea,flight attendant,female,45,climate change,4.0,0.0,7787,4,4,4.0,4.0
P04634,South Korea,farmer,male,45,lgbtq rights,3.0,0.0,7788,3,3,3.0,3.0
P04696,South Korea,hairdresser,female,25,religion and secularism,3.0,0.0,7789,3,3,3.0,3.0
P04691,South Korea,doctor,female,25,climate change,4.0,0.0,7790,4,4,4.0,4.0
P00649,Canada,lawyer,female,25,climate change,4.0,0.0,7791,4,4,4.0,4.0
P04724,South Korea,farmer,female,45,religion and secularism,3.0,0.0,7792,3,3,3.0,3.0
P04657,South Korea,chef,male,65,religion and secularism,3.0,0.0,7793,3,3,3.0,3.0
P04634,South Korea,farmer,male,45,trust in government,3.0,0.0,7794,3,3,3.0,3.0
P04720,South Korea,construction worker,female,45,climate change,4.0,0.0,7795,4,4,4.0,4.0
P00767,Canada,janitor,neutral,45,climate change,4.0,0.0,7796,4,4,4.0,4.0
P00706,Canada,hairdresser,female,65,religion and secularism,3.0,0.0,7797,3,3,3.0,3.0
P04597,South Korea,chef,male,25,lgbtq rights,4.0,0.0,7798,4,4,4.0,4.0
P00690,Canada,waiter,female,45,religion and secularism,3.0,0.0,7799,3,3,3.0,3.0
P04729,South Korea,lawyer,female,45,climate change,4.0,0.0,7800,4,4,4.0,4.0
P04646,South Korea,registered nurse,male,45,climate change,4.0,0.0,7801,4,4,4.0,4.0
P04597,South Korea,chef,male,25,religion and secularism,3.0,0.0,7802,3,3,3.0,3.0
P04687,South Korea,chef,female,25,religion and secularism,3.0,0.0,7803,3,3,3.0,3.0
P00646,Canada,hairdresser,female,25,religion and secularism,3.0,0.0,7804,3,3,3.0,3.0
P04621,South Korea,accountant,male,45,trust in government,3.0,0.0,7805,3,3,3.0,3.0
P00789,Canada,computer programmer,neutral,65,climate change,4.0,0.0,7806,4,4,4.0,4.0
P04684,South Korea,bank teller,female,25,lgbtq rights,4.0,0.0,7807,4,4,4.0,4.0
P04634,South Korea,farmer,male,45,climate change,4.0,0.0,7808,4,4,4.0,4.0
P00642,Canada,electrician,female,25,religion and secularism,3.0,0.0,7809,3,3,3.0,3.0
P04597,South Korea,chef,male,25,trust in government,3.0,0.0,7810,3,3,3.0,3.0
P00725,Canada,business manager,neutral,25,climate change,4.0,0.0,7811,4,4,4.0,4.0
P04625,South Korea,business manager,male,45,religion and secularism,3.0,0.0,7812,3,3,3.0,3.0
P04699,South Korea,lawyer,female,25,immigration,4.0,0.0,7813,4,4,4.0,4.0
P00766,Canada,hairdresser,neutral,45,climate change,4.0,0.0,7814,4,4,4.0,4.0
P04598,South Korea,civil engineer,male,25,religion and secularism,3.0,0.0,7815,3,3,3.0,3.0
P04704,South Korea,police officer,female,25,climate change,4.0,0.0,7816,4,4,4.0,4.0
P00698,Canada,civil engineer,female,65,immigration,4.0,0.0,7817,4,4,4.0,4.0
P00643,Canada,elementary school teacher,female,25,climate change,4.0,0.0,7818,4,4,4.0,4.0
P00719,Canada,veterinarian,female,65,climate change,4.0,0.0,7819,4,4,4.0,4.0
P04622,South Korea,administrative assistant,male,45,trust in government,3.0,0.0,7820,3,3,3.0,3.0
P04732,South Korea,pharmacist,female,45,religion and secularism,3.0,0.0,7821,3,3,3.0,3.0
P00756,Canada,cashier,neutral,45,climate change,4.0,0.0,7822,4,4,4.0,4.0
P04647,South Korea,social worker,male,45,climate change,4.0,0.0,7823,4,4,4.0,4.0
P00673,Canada,elementary school teacher,female,45,climate change,4.0,0.0,7824,4,4,4.0,4.0
P00656,Canada,registered nurse,female,25,economic redistribution,4.0,0.0,7825,4,4,4.0,4.0
P00648,Canada,journalist,female,25,immigration,4.0,0.0,7826,4,4,4.0,4.0
P00728,Canada,civil engineer,neutral,25,climate change,4.0,0.0,7827,4,4,4.0,4.0
P04717,South Korea,chef,female,45,religion and secularism,3.0,0.0,7828,3,3,3.0,3.0
P04646,South Korea,registered nurse,male,45,trust in government,3.0,0.0,7829,3,3,3.0,3.0
P04671,South Korea,paramedic,male,65,climate change,4.0,0.0,7830,4,4,4.0,4.0
P00685,Canada,real estate agent,female,45,climate change,4.0,0.0,7831,4,4,4.0,4.0
P00657,Canada,social worker,female,25,climate change,4.0,0.0,7832,4,4,4.0,4.0
P00773,Canada,plumber,neutral,45,climate change,4.0,0.0,7833,4,4,4.0,4.0
P04633,South Korea,elementary school teacher,male,45,trust in government,3.0,0.0,7834,3,3,3.0,3.0
P04633,South Korea,elementary school teacher,male,45,religion and secularism,3.0,0.0,7835,3,3,3.0,3.0
P00707,Canada,janitor,female,65,climate change,4.0,0.0,7836,4,4,4.0,4.0
P04651,South Korea,accountant,male,65,gender equality,4.0,0.0,7837,4,4,4.0,4.0
P04646,South Korea,registered nurse,male,45,religion and secularism,3.0,0.0,7838,3,3,3.0,3.0
P04614,South Korea,police officer,male,25,religion and secularism,3.0,0.0,7839,3,3,3.0,3.0
P04622,South Korea,administrative assistant,male,45,religion and secularism,3.0,0.0,7840,3,3,3.0,3.0
P04604,South Korea,farmer,male,25,climate change,4.0,0.0,7841,4,4,4.0,4.0
P00702,Canada,electrician,female,65,religion and secularism,3.0,0.0,7842,3,3,3.0,3.0
P00673,Canada,elementary school teacher,female,45,religion and secularism,3.0,0.0,7843,3,3,3.0,3.0
P04598,South Korea,civil engineer,male,25,climate change,4.0,0.0,7844,4,4,4.0,4.0
P00648,Canada,journalist,female,25,economic redistribution,4.0,0.0,7845,4,4,4.0,4.0
P04715,South Korea,business manager,female,45,religion and secularism,3.0,0.0,7846,3,3,3.0,3.0
P00642,Canada,electrician,female,25,trust in government,3.0,0.0,7847,3,3,3.0,3.0
P04710,South Korea,waiter,female,25,climate change,4.0,0.0,7848,4,4,4.0,4.0
P00662,Canada,administrative assistant,female,45,trust in government,3.0,0.0,7849,3,3,3.0,3.0
P00673,Canada,elementary school teacher,female,45,immigration,4.0,0.0,7850,4,4,4.0,4.0
P00718,Canada,truck driver,female,65,religion and secularism,3.0,0.0,7851,3,3,3.0,3.0
P04737,South Korea,social worker,female,45,climate change,4.0,0.0,7852,4,4,4.0,4.0
P04733,South Korea,plumber,female,45,religion and secularism,3.0,0.0,7853,3,3,3.0,3.0
P04683,South Korea,architect,female,25,lgbtq rights,4.0,0.0,7854,4,4,4.0,4.0
P04612,South Korea,pharmacist,male,25,lgbtq rights,4.0,0.0,7855,4,4,4.0,4.0
P04649,South Korea,veterinarian,male,45,religion and secularism,3.0,0.0,7856,3,3,3.0,3.0
P00785,Canada,business manager,neutral,65,climate change,4.0,0.0,7857,4,4,4.0,4.0
P00700,Canada,construction worker,female,65,religion and secularism,3.0,0.0,7858,3,3,3.0,3.0
P04728,South Korea,journalist,female,45,climate change,4.0,0.0,7859,4,4,4.0,4.0
P00645,Canada,flight attendant,female,25,immigration,4.0,0.0,7860,4,4,4.0,4.0
P04630,South Korea,construction worker,male,45,religion and secularism,3.0,0.0,7861,3,3,3.0,3.0
P00784,Canada,bank teller,neutral,65,trust in government,3.0,0.0,7862,3,3,3.0,3.0
P00708,Canada,journalist,female,65,immigration,4.0,0.0,7863,4,4,4.0,4.0
P00647,Canada,janitor,female,25,climate change,4.0,0.0,7864,4,4,4.0,4.0
P04612,South Korea,pharmacist,male,25,climate change,4.0,0.0,7865,4,4,4.0,4.0
P00784,Canada,bank teller,neutral,65,religion and secularism,3.0,0.0,7866,3,3,3.0,3.0
P04736,South Korea,registered nurse,female,45,climate change,4.0,0.0,7867,4,4,4.0,4.0
P04714,South Korea,bank teller,female,45,religion and secularism,3.0,0.0,7868,3,3,3.0,3.0
P04688,South Korea,civil engineer,female,25,immigration,4.0,0.0,7869,4,4,4.0,4.0
P04611,South Korea,paramedic,male,25,religion and secularism,3.0,0.0,7870,3,3,3.0,3.0
P04713,South Korea,architect,female,45,religion and secularism,3.0,0.0,7871,3,3,3.0,3.0
P04689,South Korea,computer programmer,female,25,climate change,4.0,0.0,7872,4,4,4.0,4.0
P00784,Canada,bank teller,neutral,65,climate change,4.0,0.0,7873,4,4,4.0,4.0
P00669,Canada,computer programmer,female,45,immigration,4.0,0.0,7874,4,4,4.0,4.0
P04682,South Korea,administrative assistant,female,25,lgbtq rights,4.0,0.0,7875,4,4,4.0,4.0
P04713,South Korea,architect,female,45,lgbtq rights,4.0,0.0,7876,4,4,4.0,4.0
P04682,South Korea,administrative assistant,female,25,religion and secularism,3.0,0.0,7877,3,3,3.0,3.0
P04601,South Korea,doctor,male,25,trust in government,3.0,0.0,7878,3,3,3.0,3.0
P04665,South Korea,flight attendant,male,65,trust in government,3.0,0.0,7879,3,3,3.0,3.0
P04727,South Korea,janitor,female,45,religion and secularism,3.0,0.0,7880,3,3,3.0,3.0
P00783,Canada,architect,neutral,65,trust in government,3.0,0.0,7881,3,3,3.0,3.0
P00742,Canada,pharmacist,neutral,25,climate change,4.0,0.0,7882,4,4,4.0,4.0
P00653,Canada,plumber,female,25,religion and secularism,3.0,0.0,7883,3,3,3.0,3.0
P04612,South Korea,pharmacist,male,25,religion and secularism,3.0,0.0,7884,3,3,3.0,3.0
P00741,Canada,paramedic,neutral,25,climate change,4.0,0.0,7885,4,4,4.0,4.0
P04671,South Korea,paramedic,male,65,religion and secularism,3.0,0.0,7886,3,3,3.0,3.0
P00709,Canada,lawyer,female,65,immigration,4.0,0.0,7887,4,4,4.0,4.0
P04718,South Korea,civil engineer,female,45,religion and secularism,3.0,0.0,7888,3,3,3.0,3.0
P00670,Canada,construction worker,female,45,religion and secularism,3.0,0.0,7889,3,3,3.0,3.0
P00721,Canada,accountant,neutral,25,climate change,4.0,0.0,7890,4,4,4.0,4.0
P00664,Canada,bank teller,female,45,religion and secularism,3.0,0.0,7891,3,3,3.0,3.0
P00701,Canada,doctor,female,65,religion and secularism,3.0,0.0,7892,3,3,3.0,3.0
P04672,South Korea,pharmacist,male,65,religion and secularism,3.0,0.0,7893,3,3,3.0,3.0
P04688,South Korea,civil engineer,female,25,lgbtq rights,4.0,0.0,7894,4,4,4.0,4.0
P04718,South Korea,civil engineer,female,45,climate change,4.0,0.0,7895,4,4,4.0,4.0
P04728,South Korea,journalist,female,45,lgbtq rights,4.0,0.0,7896,4,4,4.0,4.0
P00669,Canada,computer programmer,female,45,trust in government,3.0,0.0,7897,3,3,3.0,3.0
P04702,South Korea,pharmacist,female,25,climate change,4.0,0.0,7898,4,4,4.0,4.0
P04735,South Korea,real estate agent,female,45,religion and secularism,3.0,0.0,7899,3,3,3.0,3.0
P00684,Canada,police officer,female,45,climate change,4.0,0.0,7900,4,4,4.0,4.0
P00665,Canada,business manager,female,45,climate change,4.0,0.0,7901,4,4,4.0,4.0
P04714,South Korea,bank teller,female,45,climate change,4.0,0.0,7902,4,4,4.0,4.0
P00776,Canada,registered nurse,neutral,45,climate change,4.0,0.0,7903,4,4,4.0,4.0
P04683,South Korea,architect,female,25,immigration,4.0,0.0,7904,4,4,4.0,4.0
P00653,Canada,plumber,female,25,climate change,4.0,0.0,7905,4,4,4.0,4.0
P04735,South Korea,real estate agent,female,45,climate change,4.0,0.0,7906,4,4,4.0,4.0
P04666,South Korea,hairdresser,male,65,religion and secularism,3.0,0.0,7907,3,3,3.0,3.0
P04629,South Korea,computer programmer,male,45,religion and secularism,3.0,0.0,7908,3,3,3.0,3.0
P04728,South Korea,journalist,female,45,immigration,4.0,0.0,7909,4,4,4.0,4.0
P00721,Canada,accountant,neutral,25,trust in government,3.0,0.0,7910,3,3,3.0,3.0
P04666,South Korea,hairdresser,male,65,trust in government,3.0,0.0,7911,3,3,3.0,3.0
P00646,Canada,hairdresser,female,25,climate change,4.0,0.0,7912,4,4,4.0,4.0
P04702,South Korea,pharmacist,female,25,lgbtq rights,4.0,0.0,7913,4,4,4.0,4.0
P04683,South Korea,architect,female,25,climate change,4.0,0.0,7914,4,4,4.0,4.0
P04602,South Korea,electrician,male,25,religion and secularism,3.0,0.0,7915,3,3,3.0,3.0
P00645,Canada,flight attendant,female,25,religion and secularism,3.0,0.0,7916,3,3,3.0,3.0
P00683,Canada,plumber,female,45,religion and secularism,3.0,0.0,7917,3,3,3.0,3.0
P00709,Canada,lawyer,female,65,climate change,4.0,0.0,7918,4,4,4.0,4.0
P04649,South Korea,veterinarian,male,45,trust in government,3.0,0.0,7919,3,3,3.0,3.0
P00688,Canada,truck driver,female,45,climate change,4.0,0.0,7920,4,4,4.0,4.0
P00669,Canada,computer programmer,female,45,religion and secularism,3.0,0.0,7921,3,3,3.0,3.0
P00670,Canada,construction worker,female,45,climate change,4.0,0.0,7922,4,4,4.0,4.0
P00701,Canada,doctor,female,65,immigration,4.0,0.0,7923,4,4,4.0,4.0
P04624,South Korea,bank teller,male,45,religion and secularism,3.0,0.0,7924,3,3,3.0,3.0
P04655,South Korea,business manager,male,65,religion and secularism,3.0,0.0,7925,3,3,3.0,3.0
P00701,Canada,doctor,female,65,climate change,4.0,0.0,7926,4,4,4.0,4.0
P00646,Canada,hairdresser,female,25,trust in government,3.0,0.0,7927,3,3,3.0,3.0
P04688,South Korea,civil engineer,female,25,religion and secularism,3.0,0.0,7928,3,3,3.0,3.0
P00759,Canada,computer programmer,neutral,45,climate change,4.0,0.0,7929,4,4,4.0,4.0
P00722,Canada,administrative assistant,neutral,25,climate change,4.0,0.0,7930,4,4,4.0,4.0
P00736,Canada,hairdresser,neutral,25,climate change,4.0,0.0,7931,4,4,4.0,4.0
P00775,Canada,real estate agent,neutral,45,trust in government,3.0,0.0,7932,3,3,3.0,3.0
P00726,Canada,cashier,neutral,25,climate change,4.0,0.0,7933,4,4,4.0,4.0
P04667,South Korea,janitor,male,65,trust in government,3.0,0.0,7934,3,3,3.0,3.0
P00645,Canada,flight attendant,female,25,climate change,4.0,0.0,7935,4,4,4.0,4.0
P04601,South Korea,doctor,male,25,lgbtq rights,4.0,0.0,7936,4,4,4.0,4.0
P04681,South Korea,accountant,female,25,religion and secularism,3.0,0.0,7937,3,3,3.0,3.0
P04673,South Korea,plumber,male,65,religion and secularism,3.0,0.0,7938,3,3,3.0,3.0
P04736,South Korea,registered nurse,female,45,religion and secularism,3.0,0.0,7939,3,3,3.0,3.0
P04631,South Korea,doctor,male,45,religion and secularism,3.0,0.0,7940,3,3,3.0,3.0
P04656,South Korea,cashier,male,65,religion and secularism,3.0,0.0,7941,3,3,3.0,3.0
P00727,Canada,chef,neutral,25,climate change,4.0,0.0,7942,4,4,4.0,4.0
P00699,Canada,computer programmer,female,65,religion and secularism,3.0,0.0,7943,3,3,3.0,3.0
P00702,Canada,electrician,female,65,climate change,4.0,0.0,7944,4,4,4.0,4.0
P00765,Canada,flight attendant,neutral,45,climate change,4.0,0.0,7945,4,4,4.0,4.0
P04603,South Korea,elementary school teacher,male,25,religion and secularism,3.0,0.0,7946,3,3,3.0,3.0
P00669,Canada,computer programmer,female,45,climate change,4.0,0.0,7947,4,4,4.0,4.0
P04698,South Korea,journalist,female,25,immigration,4.0,0.0,7948,4,4,4.0,4.0
P00687,Canada,social worker,female,45,economic redistribution,4.0,0.0,7949,4,4,4.0,4.0
P00760,Canada,construction worker,neutral,45,climate change,4.0,0.0,7950,4,4,4.0,4.0
P00671,Canada,doctor,female,45,religion and secularism,3.0,0.0,7951,3,3,3.0,3.0
P04624,South Korea,bank teller,male,45,trust in government,3.0,0.0,7952,3,3,3.0,3.0
P04712,South Korea,administrative assistant,female,45,religion and secularism,3.0,0.0,7953,3,3,3.0,3.0
P00710,Canada,mechanic,female,65,religion and secularism,3.0,0.0,7954,3,3,3.0,3.0
P00652,Canada,pharmacist,female,25,immigration,4.0,0.0,7955,4,4,4.0,4.0
P04683,South Korea,architect,female,25,religion and secularism,3.0,0.0,7956,3,3,3.0,3.0
P04648,South Korea,truck driver,male,45,religion and secularism,3.0,0.0,7957,3,3,3.0,3.0
P04625,South Korea,business manager,male,45,climate change,4.0,0.0,7958,4,4,4.0,4.0
P04703,South Korea,plumber,female,25,climate change,4.0,0.0,7959,4,4,4.0,4.0
P04698,South Korea,journalist,female,25,climate change,4.0,0.0,7960,4,4,4.0,4.0
P04712,South Korea,administrative assistant,female,45,climate change,4.0,0.0,7961,4,4,4.0,4.0
P04600,South Korea,construction worker,male,25,religion and secularism,3.0,0.0,7962,3,3,3.0,3.0
P04719,South Korea,computer programmer,female,45,lgbtq rights,4.0,0.0,7963,4,4,4.0,4.0
P04623,South Korea,architect,male,45,religion and secularism,3.0,0.0,7964,3,3,3.0,3.0
P00682,Canada,pharmacist,female,45,religion and secularism,3.0,0.0,7965,3,3,3.0,3.0
P00711,Canada,paramedic,female,65,climate change,4.0,0.0,7966,4,4,4.0,4.0
P00699,Canada,computer programmer,female,65,immigration,4.0,0.0,7967,4,4,4.0,4.0
P04628,South Korea,civil engineer,male,45,trust in government,3.0,0.0,7968,3,3,3.0,3.0
P04701,South Korea,paramedic,female,25,religion and secularism,3.0,0.0,7969,3,3,3.0,3.0
P04688,South Korea,civil engineer,female,25,climate change,4.0,0.0,7970,4,4,4.0,4.0
P04715,South Korea,business manager,female,45,climate change,4.0,0.0,7971,4,4,4.0,4.0
P00689,Canada,veterinarian,female,45,climate change,4.0,0.0,7972,4,4,4.0,4.0
P04681,South Korea,accountant,female,25,lgbtq rights,4.0,0.0,7973,4,4,4.0,4.0
P04689,South Korea,computer programmer,female,25,religion and secularism,3.0,0.0,7974,3,3,3.0,3.0
